symbol	locusID	known_TFs	predicted_TFs	kinase	chromotin	RNAbinding	coregulator	NA_binding	DNAreplication	Mito	others	Removal	Pfam_domains	go_desciption	ensembl_description																																					
SUMO1	7341	1	0	0	0	0	0	0	0	0	0	0	ubiquitin	"negative regulation of transcription factor activity,negative regulation of DNA binding,regulation of protein localization,SUMO conjugating enzyme activity,protein sumoylation,negative regulation of transcription,membrane,transcription factor binding,ubiquitin cycle,protein modification process,DNA repair,cytoplasm,nuclear pore,nucleus,"	Small ubiquitin-related modifier 1 precursor (SUMO-1) (Sentrin) (Ubiquitin-like protein SMT3C) (SMT3 homolog 3) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein UBL1) (GAP-modifying protein 1) (GMP1). [Source:Uniprot/SWISSPROT;Acc:P63165]																																					
UBP1	7342	1	0	0	0	0	0	0	0	0	0	0	SAM_1;CP2	"viral genome replication,specific transcriptional repressor activity,negative regulation of transcription,regulation of transcription from RNA polymerase II promoter,transcription,nucleus,transcription corepressor activity,transcription factor activity,"	Upstream-binding protein 1 (LBP-1). [Source:Uniprot/SWISSPROT;Acc:Q9NZI7]																																					
UCP2	7351	0	0	0	0	0	0	0	0	1	0	0	Mito_carr	"integral to membrane,membrane,proton transport,mitochondrial transport,transport,mitochondrial inner membrane,mitochondrion,membrane fraction,binding,transporter activity,response to superoxide,"	Mitochondrial uncoupling protein 2 (UCP 2) (UCPH). [Source:Uniprot/SWISSPROT;Acc:P55851]																																					
UCP3	7352	0	0	0	0	0	0	0	0	1	0	0	Mito_carr	"integral to membrane,membrane,proton transport,respiratory gaseous exchange,mitochondrial transport,transport,lipid metabolic process,generation of precursor metabolites and energy,mitochondrial inner membrane,mitochondrion,membrane fraction,binding,transporter activity,"	Mitochondrial uncoupling protein 3 (UCP 3). [Source:Uniprot/SWISSPROT;Acc:P55916]																																					
UGP2	7360	0	0	0	0	0	0	0	0	0	1	0	UDPGP	"nucleotidyltransferase activity,transferase activity,metabolic process,UDP-glucose metabolic process,cytoplasm,protein binding,UTP:glucose-1-phosphate uridylyltransferase activity,"	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP- glucose pyrophosphorylase) (UDPGP) (UGPase). [Source:Uniprot/SWISSPROT;Acc:Q16851]																																					
UNG	7374	0	0	0	0	0	0	0	1	1	0	0	UDG	"base-excision repair,uracil DNA N-glycosylase activity,hydrolase activity, acting on glycosyl bonds,metabolic process,base-excision repair,mitochondrion,nucleus,protein binding,uracil DNA N-glycosylase activity,"	Uracil-DNA glycosylase (EC 3.2.2.-) (UDG). [Source:Uniprot/SWISSPROT;Acc:P13051]																																					
NR1H2	7376	1	0	0	0	0	0	0	0	0	0	0	zf-C4;Hormone_recep	"metal ion binding,cellular lipid metabolic process,sequence-specific DNA binding,negative regulation of transcription,tRNA-pseudouridine synthase activity,zinc ion binding,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,protein binding,steroid binding,thyroid hormone receptor activity,ecdysteroid hormone receptor activity,ligand-dependent nuclear receptor activity,steroid hormone receptor activity,transcription factor activity,DNA binding,"	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear orphan receptor LXR-beta) (Ubiquitously-expressed nuclear receptor) (Nuclear receptor NER). [Source:Uniprot/SWISSPROT;Acc:P55055]																																					
UPK3A	7380	0	0	0	0	0	0	0	0	0	1	0	NA	"epithelial cell differentiation,integral to membrane,membrane,endoplasmic reticulum,membrane fraction,"	Uroplakin-3A precursor (Uroplakin III) (UPIII). [Source:Uniprot/SWISSPROT;Acc:O75631]																																					
UQCRB	7381	0	0	0	0	0	0	0	0	1	0	0	UCR_14kD	"oxidoreductase activity,membrane,aerobic respiration,ubiquinol-cytochrome-c reductase activity,transport,mitochondrial electron transport, ubiquinol to cytochrome c,oxidative phosphorylation,electron transport,mitochondrial respiratory chain,mitochondrion,"	Ubiquinol-cytochrome c reductase complex 14 kDa protein (EC 1.10.2.2) (Complex III subunit VI) (QP-C). [Source:Uniprot/SWISSPROT;Acc:P14927]																																					
UQCRC1	7384	0	0	0	0	0	0	0	0	1	0	0	Peptidase_M16_C;Peptidase_M16	"oxidoreductase activity,membrane,aerobic respiration,zinc ion binding,ubiquinol-cytochrome-c reductase activity,transport,proteolysis,oxidative phosphorylation,electron transport,mitochondrial respiratory chain,mitochondrial inner membrane,mitochondrion,protein binding,metalloendopeptidase activity,"	"Ubiquinol-cytochrome-c reductase complex core protein 1, mitochondrial precursor (EC 1.10.2.2) (Core I protein). [Source:Uniprot/SWISSPROT;Acc:P31930]"																																					
UQCRC2	7385	0	0	0	0	0	0	0	0	1	0	0	Peptidase_M16_C;Peptidase_M16	"oxidoreductase activity,membrane,aerobic respiration,zinc ion binding,ubiquinol-cytochrome-c reductase activity,transport,proteolysis,oxidative phosphorylation,electron transport,mitochondrial respiratory chain,mitochondrion,protein binding,metalloendopeptidase activity,"	"Ubiquinol-cytochrome-c reductase complex core protein 2, mitochondrial precursor (EC 1.10.2.2) (Core protein II) (Complex III subunit II). [Source:Uniprot/SWISSPROT;Acc:P22695]"																																					
UQCRFS1	7386	0	0	0	0	0	0	0	0	1	0	0	UCR_TM;Ubiq-Cytc-red_N;Rieske	"2 iron, 2 sulfur cluster binding,metal ion binding,ubiquinol-cytochrome-c reductase complex,oxidoreductase activity,integral to membrane,membrane,ubiquinol-cytochrome-c reductase activity,transport,electron transport,mitochondrial respiratory chain complex III,mitochondrion,iron ion binding,"	"Ubiquinol-cytochrome c reductase iron-sulfur subunit, mitochondrial precursor (EC 1.10.2.2) (Rieske iron-sulfur protein) (RISP). [Source:Uniprot/SWISSPROT;Acc:P47985]"																																					
UQCRH	7388	0	0	0	0	0	0	0	0	1	0	0	UCR_hinge	"oxidoreductase activity,membrane,aerobic respiration,ubiquinol-cytochrome-c reductase activity,transport,mitochondrial electron transport, ubiquinol to cytochrome c,oxidative phosphorylation,mitochondrial respiratory chain,mitochondrial inner membrane,mitochondrion,"	"Ubiquinol-cytochrome c reductase complex 11 kDa protein, mitochondrial precursor (EC 1.10.2.2) (Mitochondrial hinge protein) (Cytochrome c1 nonheme 11 kDa protein) (Complex III subunit VIII). [Source:Uniprot/SWISSPROT;Acc:P07919]"																																					
UROS	7390	0	0	0	0	0	0	0	0	1	0	0	HEM4	"tetrapyrrole biosynthetic process,lyase activity,oxidoreductase activity,metabolic process,heme biosynthetic process,uroporphyrinogen III biosynthetic process,uroporphyrinogen-III synthase activity,"	Uroporphyrinogen-III synthase (EC 4.2.1.75) (UROS) (Uroporphyrinogen- III cosynthetase) (Hydroxymethylbilane hydrolyase [cyclizing]) (UROIIIS). [Source:Uniprot/SWISSPROT;Acc:P10746]																																					
USF1	7391	1	0	0	0	0	0	0	0	0	0	0	HLH	"regulation of transcription,transcription regulator activity,transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,nucleus,specific RNA polymerase II transcription factor activity,DNA binding,"	Upstream stimulatory factor 1 (Major late transcription factor 1). [Source:Uniprot/SWISSPROT;Acc:P22415]																																					
USF2	7392	1	0	0	0	0	0	0	0	0	0	0	HLH	"positive regulation of transcription,regulation of transcription,transcription regulator activity,transcription activator activity,lactation,regulation of transcription from RNA polymerase II promoter,nucleus,protein binding,RNA polymerase II transcription factor activity,transcription factor activity,"	Upstream stimulatory factor 2 (Upstream transcription factor 2) (FOS- interacting protein) (FIP) (Major late transcription factor 2). [Source:Uniprot/SWISSPROT;Acc:Q15853]																																					
UVRAG	7405	0	0	0	0	0	0	0	1	0	0	0	NA	"DNA repair,cytoplasm,"	UV radiation resistance-associated gene protein (p63). [Source:Uniprot/SWISSPROT;Acc:Q9P2Y5]																																					
VDAC1	7416	0	0	0	0	0	0	0	0	1	0	0	Porin_3	"pore complex,outer membrane,membrane,voltage-gated anion channel porin activity,porin activity,apoptogenic cytochrome c release channel activity,apoptotic program,voltage-gated ion-selective channel activity,anion transport,mitochondrial outer membrane,mitochondrion,protein binding,"	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM). [Source:Uniprot/SWISSPROT;Acc:P21796]																																					
VDAC2	7417	0	0	0	0	0	0	0	0	1	0	0	Porin_3	"voltage-gated ion-selective channel activity,anion transport,mitochondrial outer membrane,"	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2). [Source:Uniprot/SWISSPROT;Acc:P45880]																																					
VDAC3	7419	0	0	0	0	0	0	0	0	1	0	0	Porin_3	"outer membrane,membrane,adenine transport,voltage-gated anion channel porin activity,porin activity,voltage-gated ion-selective channel activity,anion transport,integral to plasma membrane,mitochondrial outer membrane,mitochondrion,protein binding,"	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3). [Source:Uniprot/SWISSPROT;Acc:Q9Y277]																																					
VDR	7421	1	0	0	0	0	0	0	0	0	0	0	zf-C4;Hormone_recep	"protein binding,intestinal absorption,metal ion binding,sequence-specific DNA binding,negative regulation of transcription,organ morphogenesis,vitamin D3 receptor activity,zinc ion binding,multicellular organismal development,signal transduction,cellular calcium ion homeostasis,calcium ion transport,regulation of transcription, DNA-dependent,transcription,nucleus,protein binding,ligand-dependent nuclear receptor activity,steroid hormone receptor activity,transcription factor activity,DNA binding,skeletal development,"	"Vitamin D3 receptor (VDR) (1,25-dihydroxyvitamin D3 receptor). [Source:Uniprot/SWISSPROT;Acc:P11473]"																																					
VHL	7428	0	0	0	0	0	1	0	0	0	0	0	VHL	"protein ubiquitination,nucleus,protein stabilization,negative regulation of progression through cell cycle,positive regulation of cell differentiation,protein ubiquitination,membrane,negative regulation of cell proliferation,transcription factor binding,cell cycle,response to stress,anti-apoptosis,proteolysis,cytosol,endoplasmic reticulum,mitochondrion,cytoplasm,nucleus,cell morphogenesis,negative regulation of transcription from RNA polymerase II promoter,"	Von Hippel-Lindau disease tumor suppressor (pVHL) (G7 protein). [Source:Uniprot/SWISSPROT;Acc:P40337]																																					
VIL2	7430	0	0	0	0	0	0	0	0	1	0	0	FERM_M;ERM	"actin filament bundle formation,actin filament binding,protein self-association,cortical cytoskeleton,extrinsic to membrane,membrane,regulation of cell shape,cytoskeletal protein binding,cytoskeletal anchoring,microvillus,actin filament,cytoskeleton,cytosol,cytoplasm,binding,structural molecule activity,ruffle,"	Ezrin (p81) (Cytovillin) (Villin-2). [Source:Uniprot/SWISSPROT;Acc:P15311]																																					
VIM	7431	0	0	0	0	0	0	0	0	1	0	0	Filament_head;Filament	"intermediate filament-based process,cell motility,intermediate filament,cytoskeleton,cytoplasm,cytoplasm,protein binding,protein binding,structural constituent of cytoskeleton,structural molecule activity,"	Vimentin. [Source:Uniprot/SWISSPROT;Acc:P08670]																																					
VRK1	7443	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"transferase activity,protein amino acid phosphorylation,nucleus,ATP binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Serine/threonine-protein kinase VRK1 (EC 2.7.11.1) (Vaccinia-related kinase 1). [Source:Uniprot/SWISSPROT;Acc:Q99986]																																					
VRK2	7444	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"protein amino acid autophosphorylation,transferase activity,integral to membrane,membrane,protein amino acid phosphorylation,endoplasmic reticulum,membrane fraction,ATP binding,protein binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2). [Source:Uniprot/SWISSPROT;Acc:Q86Y07]																																					
PSPC1	7450	0	0	0	0	1	0	0	0	0	0	0	VWD;VWC;VWA;TIL;Pacifastin_I;C8;Antistasin	"protein homooligomerization,chaperone binding,protein N-terminus binding,protein homodimerization activity,cell-substrate adhesion,platelet alpha granule,protease inhibitor activity,platelet activation,immunoglobulin binding,response to wounding,growth factor activity,blood coagulation,cell adhesion,endoplasmic reticulum,proteinaceous extracellular matrix,extracellular region,collagen binding,integrin binding,serine-type endopeptidase inhibitor activity,protease binding,glycoprotein binding,"	von Willebrand factor precursor (vWF) [Contains: von Willebrand antigen 2 (von Willebrand antigen II)]. [Source:Uniprot/SWISSPROT;Acc:P04275]																																					
EIF4H	7458	0	0	0	0	1	0	0	0	0	0	1	RRM_1	"eukaryotic translation initiation factor 4F complex,regulation of translational initiation,translation,cytoplasm,translation initiation factor activity,RNA binding,nucleic acid binding,nucleotide binding,"	Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosome region 1 protein). [Source:Uniprot/SWISSPROT;Acc:Q15056]																																					
WEE1	7465	0	0	1	0	0	0	0	0	0	0	0	Pkinase	"cell division,transferase activity,mitosis,cell cycle,protein amino acid phosphorylation,nucleus,ATP binding,protein binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,magnesium ion binding,nucleotide binding,regulation of progression through cell cycle,"	Wee1-like protein kinase (EC 2.7.10.2) (Wee1A kinase) (WEE1hu). [Source:Uniprot/SWISSPROT;Acc:P30291]																																					
WHSC1	7468	1	0	0	1	0	0	0	0	0	0	0	SET;PWWP;PHD;HMG_box	"metal ion binding,histone-lysine N-methyltransferase activity,transferase activity,chromatin modification,anatomical structure morphogenesis,zinc ion binding,methyltransferase activity,regulation of transcription, DNA-dependent,transcription,cytoplasm,nucleus,protein binding,calcium ion binding,DNA binding,"	Probable histone-lysine N-methyltransferase NSD2 (EC 2.1.1.43) (Nuclear SET domain-containing protein 2) (Wolf-Hirschhorn syndrome candidate 1 protein) (Multiple myeloma SET domain-containing protein) (Protein trithorax-5). [Source:Uniprot/SWISSPROT;Acc:O96028]																																					
WHSC2	7469	0	0	0	0	0	0	0	1	0	0	0	NA	"multicellular organismal development,regulation of transcription, DNA-dependent,transcription,nucleus,"	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein). [Source:Uniprot/SWISSPROT;Acc:Q9H3P2]																																					
WNT6	7475	0	0	0	0	0	0	0	0	0	1	0	wnt	"multicellular organismal development,cell-cell signaling,Wnt receptor signaling pathway, calcium modulating pathway,proteinaceous extracellular matrix,extracellular region,protein binding,extracellular matrix structural constituent,signal transducer activity,"	Protein Wnt-6 precursor. [Source:Uniprot/SWISSPROT;Acc:Q9Y6F9]																																					
WT1	7490	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;WT1	"metal ion binding,negative regulation of progression through cell cycle,zinc ion binding,cell cycle,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,transcription factor activity,DNA binding,nucleic acid binding,"	Wilms' tumor protein (WT33). [Source:Uniprot/SWISSPROT;Acc:P19544]																																					
XBP1	7494	1	0	0	0	0	0	0	0	0	0	0	bZIP_2;bZIP_1	"immune response,transcription,transcription factor activity,protein dimerization activity,regulation of transcription,sequence-specific DNA binding,regulation of transcription, DNA-dependent,nucleus,transcription factor activity,DNA binding,"	X box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5). [Source:Uniprot/SWISSPROT;Acc:P17861]																																					
XG	7499	0	0	0	0	0	0	0	0	0	1	0	NA	"integral to membrane,membrane,biological_process,molecular_function,"	Glycoprotein Xg precursor (Protein PBDX). [Source:Uniprot/SWISSPROT;Acc:P55808]																																					
XPA	7507	0	0	0	0	0	0	1	1	0	0	1	XPA_N;XPA_C	"metal ion binding,zinc ion binding,nucleotide-excision repair,nucleus,protein binding,damaged DNA binding,nucleotide binding,"	DNA-repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein). [Source:Uniprot/SWISSPROT;Acc:P23025]																																					
XPO1	7514	0	0	0	0	1	0	0	0	0	0	0	Xpo1;IBN_N;CRM1_C	"mRNA transport,response to virus,protein transporter activity,intracellular protein transport,protein export from nucleus,cytoplasm,nucleoplasm,nuclear pore,nuclear envelope,nucleus,protein binding,RNA binding,protein import into nucleus, docking,"	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog). [Source:Uniprot/SWISSPROT;Acc:O14980]																																					
XRCC1	7515	0	0	0	0	0	0	1	1	0	0	0	XRCC1_N;BRCT	"nucleus,intracellular,protein binding,damaged DNA binding,single strand break repair,"	DNA-repair protein XRCC1 (X-ray repair cross-complementing protein 1). [Source:Uniprot/SWISSPROT;Acc:P18887]																																					
XRCC2	7516	0	0	0	0	0	0	1	1	0	0	0	NA	"nucleoside-triphosphatase activity,response to X-ray,DNA-dependent ATPase activity,meiosis,DNA recombination,DNA repair,DNA metabolic process,nucleus,ATP binding,DNA binding,nucleotide binding,"	DNA-repair protein XRCC2 (X-ray repair cross-complementing protein 2). [Source:Uniprot/SWISSPROT;Acc:O43543]																																					
XRCC3	7517	0	0	0	0	0	0	1	1	0	0	0	Rad51	"nucleoside-triphosphatase activity,DNA-dependent ATPase activity,DNA recombination,DNA repair,DNA metabolic process,nucleus,ATP binding,DNA binding,nucleotide binding,"	DNA-repair protein XRCC3 (X-ray repair cross-complementing protein 3). [Source:Uniprot/SWISSPROT;Acc:O43542]																																					
XRCC4	7518	0	0	0	0	0	0	1	1	0	0	0	XRCC4	"positive regulation of neurogenesis,positive regulation of fibroblast proliferation,negative regulation of neuron apoptosis,immunoglobulin V(D)J recombination,T cell differentiation in the thymus,response to gamma radiation,response to X-ray,central nervous system development,DNA recombination,double-strand break repair via nonhomologous end joining,nucleus,protein binding,pro-B cell differentiation,in utero embryonic development,DNA recombination,double-strand break repair,nucleus,protein binding,DNA binding,"	DNA-repair protein XRCC4 (X-ray repair cross-complementing protein 4). [Source:Uniprot/SWISSPROT;Acc:Q13426]																																					
XRCC5	7520	0	0	0	0	0	0	1	1	0	0	0	Ku_PK_bind;Ku_N;Ku_C;Ku	"hydrolase activity,DNA recombination,double-strand break repair via nonhomologous end joining,DNA-dependent protein kinase complex,cytoplasm,nucleus,ATP binding,protein binding,helicase activity,ATP-dependent DNA helicase activity,double-stranded DNA binding,DNA binding,nucleotide binding,"	ATP-dependent DNA helicase 2 subunit 2 (EC 3.6.1.-) (ATP-dependent DNA helicase II 80 kDa subunit) (Lupus Ku autoantigen protein p86) (Ku86) (Ku80) (86 kDa subunit of Ku antigen) (Thyroid-lupus autoantigen) (TLAA) (CTC box-binding factor 85 kDa subunit) ( [Source:Uniprot/SWISSPROT;Acc:P13010]																																					
YES1	7525	0	0	1	0	0	0	0	0	0	0	0	SH3_2;SH3_1;SH2;Pkinase_Tyr;Pkinase	"protein amino acid autophosphorylation,membrane fraction,protein binding,protein-tyrosine kinase activity,transferase activity,glucose transport,intracellular signaling cascade,protein amino acid phosphorylation,protein modification process,cytoplasm,ATP binding,protein binding,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Proto-oncogene tyrosine-protein kinase Yes (EC 2.7.10.2) (p61-Yes) (c- Yes). [Source:Uniprot/SWISSPROT;Acc:P07947]																																					
YY1	7528	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"camera-type eye morphogenesis,metal ion binding,PcG protein complex,anterior/posterior pattern formation,zinc ion binding,regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-dependent,transcription,transcription factor complex,nucleus,intracellular,protein binding,transcription corepressor activity,transcription coactivator activity,transcription factor activity,transcription factor activity,nucleic acid binding,"	Transcriptional repressor protein YY1 (Yin and yang 1) (YY-1) (Delta transcription factor) (NF-E1). [Source:Uniprot/SWISSPROT;Acc:P25490]																																					
YWHAE	7531	0	0	0	0	0	0	0	0	1	0	0	14-3-3	"enzyme binding,intracellular signaling cascade,cytoplasm,protein domain specific binding,"	0																																					
YWHAH	7533	0	0	0	0	0	1	0	0	0	0	0	14-3-3	"negative regulation of dendrite morphogenesis,regulation of synaptic plasticity,positive regulation of transcription,regulation of neuron differentiation,glucocorticoid receptor signaling pathway,glucocorticoid receptor binding,protein domain specific binding,transcription activator activity,intracellular protein transport,glucocorticoid catabolic process,cytoplasm,insulin-like growth factor receptor binding,monooxygenase activity,actin binding,"	14-3-3 protein eta (Protein AS1). [Source:Uniprot/SWISSPROT;Acc:Q04917]																																					
YWHAZ	7534	0	0	0	0	0	0	0	0	1	0	0	14-3-3	"protein domain specific binding,transcription factor binding,signal transduction,anti-apoptosis,protein targeting,mitochondrion,cytoplasm,nucleus,monooxygenase activity,"	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1). [Source:Uniprot/SWISSPROT;Acc:P63104]																																					
ZAP70	7535	0	0	1	0	0	0	0	0	0	0	0	SH2;Pkinase_Tyr;Pkinase	"T cell receptor signaling pathway,positive regulation of calcium-mediated signaling,protein amino acid autophosphorylation,positive regulation of alpha-beta T cell proliferation,positive regulation of alpha-beta T cell differentiation,negative thymic T cell selection,positive thymic T cell selection,beta selection,peptidyl-tyrosine phosphorylation,cytosol,phosphotyrosine binding,positive regulation of T cell differentiation,positive thymic T cell selection,T cell receptor complex,transferase activity,protein kinase cascade,intracellular signaling cascade,signal transduction,immune response,protein amino acid phosphorylation,cytoplasm,ATP binding,protein binding,non-membrane spanning protein tyrosine kinase activity,protein-tyrosine kinase activity,protein serine/threonine kinase activity,protein kinase activity,nucleotide binding,"	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-associated protein) (Syk-related tyrosine kinase). [Source:Uniprot/SWISSPROT;Acc:P43403]																																					
SF1	7536	1	0	0	0	1	0	0	0	0	0	0	zf-CCHC;KH_1	"negative regulation of smooth muscle cell proliferation,metal ion binding,RNA splicing,regulation of transcription, DNA-dependent,transcription,ribosome,spliceosome,nucleus,RNA binding,transcription corepressor activity,RNA polymerase II transcription factor activity,nuclear mRNA 3'-splice site recognition,spliceosome assembly,integral to membrane,zinc ion binding,potassium ion transport,voltage-gated potassium channel activity,RNA binding,nucleic acid binding,"	Splicing factor 1 (Zinc finger protein 162) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Mammalian branch point-binding protein mBBP) (BBP). [Source:Uniprot/SWISSPROT;Acc:Q15637]																																					
ZFP36	7538	1	0	0	0	1	0	0	0	0	0	0	zf-CCCH	"RNA destabilization,negative regulation of inflammatory response,metal ion binding,negative regulation of myeloid cell differentiation,regulation of mRNA stability,AU-rich element binding,zinc ion binding,protein kinase cascade,mRNA catabolic process,cytosol,cytosol,cytoplasm,cytoplasm,nucleus,protein binding,mRNA binding,mRNA binding,single-stranded RNA binding,DNA binding,nucleic acid binding,poly(A) tail shortening,"	Tristetraproline (TTP) (Zinc finger protein 36 homolog) (Zfp-36) (Protein TIS11A) (TIS11) (Growth factor-inducible nuclear protein NUP475) (G0/G1 switch regulatory protein 24). [Source:Uniprot/SWISSPROT;Acc:P26651]																																					
ZFP37	7539	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,transcription factor activity,DNA binding,nucleic acid binding,"	Zinc finger protein 37 homolog (Zfp-37). [Source:Uniprot/SWISSPROT;Acc:Q9Y6Q3]																																					
ZFP161	7541	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;BTB	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,protein binding,DNA binding,nucleic acid binding,negative regulation of transcription from RNA polymerase II promoter,"	Zinc finger protein 161 homolog (Zfp-161) (Zinc finger protein 5) (hZF5) (Zinc finger and BTB domain-containing protein 14). [Source:Uniprot/SWISSPROT;Acc:O43829]																																					
ZFPL1	7542	0	1	0	0	0	0	0	0	0	0	0	ZnF-PHD	"metal ion binding,regulation of transcription,integral to membrane,membrane,zinc ion binding,nucleus,protein binding,DNA binding,"	Zinc finger protein-like 1 (Zinc finger protein MCG4). [Source:Uniprot/SWISSPROT;Acc:O95159]																																					
ZIC1	7545	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"metal ion binding,inner ear morphogenesis,cell differentiation,regulation of smoothened signaling pathway,regulation of smoothened signaling pathway,zinc ion binding,behavior,behavior,brain development,brain development,central nervous system development,pattern specification process,pattern specification process,nucleus,intracellular,protein binding,transcription factor activity,nucleic acid binding,"	Zinc finger protein ZIC 1 (Zinc finger protein of the cerebellum 1). [Source:Uniprot/SWISSPROT;Acc:Q15915]																																					
ZIC3	7547	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"metal ion binding,zinc ion binding,determination of left/right symmetry,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein ZIC 3 (Zinc finger protein of the cerebellum 3). [Source:Uniprot/SWISSPROT;Acc:O60481]																																					
ZNF2	7549	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 2 (Zinc finger 2.2) (Zinc finger protein 661). [Source:Uniprot/SWISSPROT;Acc:Q9BSG1]																																					
ZNF3	7551	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,leukocyte activation,cell differentiation,zinc ion binding,multicellular organismal development,regulation of transcription, DNA-dependent,transcription,nucleus,transcription factor activity,DNA binding,regulation of transcription, DNA-dependent,intracellular,nucleic acid binding,"	Zinc finger protein 38 (Zinc finger protein KOX25) (Zinc finger protein HF.12) (Zinc finger protein 3) (HZF3.1). [Source:Uniprot/SWISSPROT;Acc:P17036]																																					
ZNF711	7552	1	0	0	0	0	0	0	0	0	0	0	Zfx_Zfy_act;zf-C2H2	"metal ion binding,regulation of transcription,transcription regulator activity,zinc ion binding,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 711 (Zinc finger protein 6). [Source:Uniprot/SWISSPROT;Acc:Q9Y462]																																					
ZNF7	7553	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,zinc ion binding,multicellular organismal development,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 7 (Zinc finger protein KOX4) (Zinc finger protein HF.16). [Source:Uniprot/SWISSPROT;Acc:P17097]																																					
ZNF8	7554	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,BMP signaling pathway,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,nucleus,intracellular,protein binding,DNA binding,nucleic acid binding,negative regulation of transcription from RNA polymerase II promoter,"	Zinc finger protein 8 (Zinc finger protein HF.18). [Source:Uniprot/SWISSPROT;Acc:P17098]																																					
CNBP	7555	1	0	0	0	1	0	0	0	0	0	0	zf-CCHC	"metal ion binding,positive regulation of transcription from RNA polymerase II promoter,positive regulation of cell proliferation,zinc ion binding,cholesterol biosynthetic process,regulation of transcription, DNA-dependent,transcription,cytosol,endoplasmic reticulum,cytoplasm,nucleus,protein binding,single-stranded RNA binding,transcription factor activity,single-stranded DNA binding,nucleic acid binding,"	Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9). [Source:Uniprot/SWISSPROT;Acc:P62633]																																					
ZNF10	7556	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2;KRAB	"metal ion binding,oxidoreductase activity,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 10 (Zinc finger protein KOX1). [Source:Uniprot/SWISSPROT;Acc:P21506]																																					
ZNF16	7564	1	0	0	0	0	0	0	0	0	0	0	zf-C2H2	"metal ion binding,zinc ion binding,regulation of transcription, DNA-dependent,transcription,nucleus,intracellular,DNA binding,nucleic acid binding,"	Zinc finger protein 16 (Zinc finger protein KOX9). [Source:Uniprot/SWISSPROT;Acc:P17020]																																					
